N°°,VERSION,AÑO,RUC ENTIDAD,ENTIDAD_CONVOCANTE,MODALIDAD,TIPO PROCESO,PROCESO,NUM CONVOCA,FECHA_PUBLICACION,OBJETO,DESCRIPCION PROCESO,VALOR REFERENCIAL,MONEDA,NUM_ITEM,DESCRIPCION ITEM,VALOR REFERENCIAL ITEM,MON_CONT_ITEM,FECHA CONTRATO,FECHA REGISTRO CONTRATO,RUC_CODIGO_GANADOR,GANADOR,ES CONSORCIO,RUC DESTINO PAGO,NOMBRE DESTINO PAGO,RUC_MIEMBRO,NOMBRE MIEMBRO,CODIGO_CONTRATO,Nº CONTRATO,FECHA VIGENCIA INICIAL,FECHA VIGENCIA FINAL,URL_DESCARGA
69,SEACE 2,2013,20100072751,EMPRESA PERUANA DE SERVICIO EDITORIALES,PROCEDIMIENTO CLASICO,MENOR CUANTIA,AMC - 16 - 2013 - EP,2,26/06/13,BIENES,ADQUISICION DE EQUIPOS UPS DE 1.5 KV,21643,Soles,1,ADQUISICION PARA LA RENOVACION DE 23 UPS DE 1.5 KvA,21643,"21631,27",15/07/13,19/12/13,20474454691,SAFE SOLUTIONS PERU S.A.C.,N,20474454691,SAFE SOLUTIONS PERU S.A.C.,,,002436-02686644-00788425,ORDEN DE COMPRA 101511,16/07/13,29/08/13,http://zonasegura.seace.gob.pe/documentos/mon\docs\contratos\2013\2436\2686644429776015radDF3AC.pdf
70,SEACE 2,2013,20100072751,EMPRESA PERUANA DE SERVICIO EDITORIALES,SUBASTA INVERSA PRESENCIAL,MENOR CUANTIA,AMC - 27 - 2013 - EP,1,02/07/13,BIENES,ADQUISICION DE SUMINISTRO DE COMBUSTIBLES,"233767,2",Soles,1,GASOHOL 90 PLUS,"150572,4",148104,22/07/13,23/12/13,20131191040,CORPORACION DE SERVICENTROS S.A.C.,N,20131191040,CORPORACION DE SERVICENTROS S.A.C.,,,002436-02691885-00790667,086-GL-EP-2013,23/07/13,22/07/14,http://zonasegura.seace.gob.pe/documentos/mon\docs\contratos\2013\2436\269188546646006rad8AF1F.pdf
71,SEACE 2,2013,20100072751,EMPRESA PERUANA DE SERVICIO EDITORIALES,SUBASTA INVERSA PRESENCIAL,MENOR CUANTIA,AMC - 27 - 2013 - EP,1,02/07/13,BIENES,ADQUISICION DE SUMINISTRO DE COMBUSTIBLES,"233767,2",Soles,3,DIESEL B5 S-50,"29224,8",28944,22/07/13,23/12/13,20131191040,CORPORACION DE SERVICENTROS S.A.C.,N,20131191040,CORPORACION DE SERVICENTROS S.A.C.,,,002436-02691885-00790667,086-GL-EP-2013,23/07/13,22/07/14,http://zonasegura.seace.gob.pe/documentos/mon\docs\contratos\2013\2436\269188546646006rad8AF1F.pdf
72,SEACE 2,2013,20100072751,EMPRESA PERUANA DE SERVICIO EDITORIALES,PROCEDIMIENTO CLASICO,ADJUDICACION DIRECTA SELECTIVA,ADS - 7 - 2013 - EP,1,03/07/13,SERVICIOS,CONTRATACION DEL SERVICIO DE MANTENIMIENTO EXTERNO IBM,"49927,18",Soles,1,CONTRATACION DEL SERVICIO DE MANTENIMIENTO EXTERNO IBM,"49927,18",18490,30/04/13,11/12/13,20466261255,GRUPO SYPSA S.A.C.,N,20466261255,GRUPO SYPSA S.A.C.,,,002436-02541430-00783295,050-GL-EP-2013,01/05/13,30/04/14,http://zonasegura.seace.gob.pe/documentos/mon\docs\contratos\2013\2436\2541430106081164rad18601.pdf
73,SEACE 2,2013,20100072751,EMPRESA PERUANA DE SERVICIO EDITORIALES,PROCEDIMIENTO CLASICO,ADJUDICACION DIRECTA SELECTIVA,ADS - 6 - 2013 - EP,1,03/07/13,SERVICIOS,CONTRATACION DEL SERVICIO DE ACCESO A INTERNET MOVIL,59000,Soles,1,CONTRATACION DEL SERVICIO DE ACCESO A INTERNET MOVIL,59000,"33527,5",19/04/13,11/12/13,20467534026,AMERICA MOVIL PERU S.A.C.,N,20467534026,AMERICA MOVIL PERU S.A.C.,,,002436-02522038-00783052,044-GL-EP-2013,20/04/13,19/04/14,http://zonasegura.seace.gob.pe/documentos/mon\docs\contratos\2013\2436\252203864265428radD5A2C.pdf
74,SEACE 2,2013,20100072751,EMPRESA PERUANA DE SERVICIO EDITORIALES,PROCEDIMIENTO CLASICO,MENOR CUANTIA,AMC - 17 - 2013 - EP,1,03/07/13,SERVICIOS,CONTRATACION DEL SERVICIO DE MANTENIMIENTO DE LA CENTRAL TELEFONICA,23000,Soles,1,CONTRATACION DEL SERVICIO DE MANTENIMIENTO DE LA CENTRAL TELEFONICA,23000,"21018,6",24/05/13,17/12/13,20474529291,E-BUSINESS DISTRIBUTION PERU S.A.- EBD PERU S.A.,N,20474529291,E-BUSINESS DISTRIBUTION PERU S.A.- EBD PERU S.A.,,,002436-02566642-00786404,065-GL-EP-2013,24/05/13,23/05/14,http://zonasegura.seace.gob.pe/documentos/mon\docs\contratos\2013\2436\256664253463123rad54EDF.pdf
75,SEACE 2,2013,20100072751,EMPRESA PERUANA DE SERVICIO EDITORIALES,PROCEDIMIENTO CLASICO,EXONERACIONES,EXO - 5 - 2013 - EP,1,09/07/13,BIENES,ADQUISICION DE LOS DERECHOS DE ACCESO A LOS RESULTADOS DEL ESTUDIO DE LECTORIA REALIZADO EN LIMA METROPOLITANA EN EL SEGMENTO EJECUTIVO 2012,20060,Soles,1,ADQUISICION DE LOS DERECHOS DE ACCESO A LOS RESULTADOS DEL ESTUDIO DE LECTORIA REALIZADO EN LIMA METROPOLITANA EN EL SEGMENTO EJECUTIVO 2012,20060,20060,18/07/13,01/08/13,20518741455,MEDIA RESEARCH PERU S.A.C.,N,20518741455,MEDIA RESEARCH PERU S.A.C.,,,002436-02702264-00735639,203596,19/07/13,22/07/13,http://zonasegura.seace.gob.pe/documentos/mon\docs\contratos\2013\2436\2702264303383953rad5960B.pdf
76,SEACE 2,2013,20100072751,EMPRESA PERUANA DE SERVICIO EDITORIALES,PROCEDIMIENTO CLASICO,ADJUDICACION DIRECTA SELECTIVA,ADS - 7 - 2013 - EP,1,12/07/13,SERVICIOS,CONTRATACION DEL SERVICIO DE MANTENIMIENTO EXTERNO IBM,"18491,69",Dolares,1,CONTRATACION DEL SERVICIO DE MANTENIMIENTO EXTERNO IBM,"18491,69",18490,30/04/13,11/12/13,20466261255,GRUPO SYPSA S.A.C.,N,20466261255,GRUPO SYPSA S.A.C.,,,002436-02541430-00783295,050-GL-EP-2013,01/05/13,30/04/14,http://zonasegura.seace.gob.pe/documentos/mon\docs\contratos\2013\2436\2541430106081164rad18601.pdf
77,SEACE 2,2013,20100072751,EMPRESA PERUANA DE SERVICIO EDITORIALES,PROCEDIMIENTO CLASICO,ADJUDICACION DIRECTA SELECTIVA,ADS - 12 - 2013 - EP,1,15/07/13,SERVICIOS,CONTRATACION DEL SERVICIO DE ASESORIA LEGAL EXTERNA EN MATERIA CIVIL,127440,Soles,1,CONTRATACION DEL SERVICIO DE ASESORIA LEGAL EXTERNA EN MATERIA CIVIL,127440,114696,19/08/13,12/12/13,20117563104,ESTUDIO LLONA & BUSTAMANTE ABOGADOS S.A.C.,N,20117563104,ESTUDIO LLONA & BUSTAMANTE ABOGADOS S.A.C.,,,002436-02710717-00783892,099-GL-EP-2013,20/08/13,19/08/14,http://zonasegura.seace.gob.pe/documentos/mon\docs\contratos\2013\2436\2710717260708512rad865CE.pdf
78,SEACE 2,2013,20100072751,EMPRESA PERUANA DE SERVICIO EDITORIALES,PROCEDIMIENTO CLASICO,MENOR CUANTIA,AMC - 25 - 2013 - EP,2,15/07/13,BIENES,ADQUISICION DE PAPEL PERIODICO EN BOBINAS,354000,Dolares,1,ADQUISICION DE PAPEL PERIODICO DE 45 GRS. EN BOBINAS,354000,344000,05/08/13,09/12/13,20504997317,NORPAP S.A,N,20504997317,NORPAP S.A,,,002436-02711225-00781252,096-GL-EP-2013,06/08/13,03/12/13,http://zonasegura.seace.gob.pe/documentos/mon\docs\contratos\2013\2436\2711225736723377rad0FD17.pdf
79,SEACE 2,2013,20100072751,EMPRESA PERUANA DE SERVICIO EDITORIALES,PROCEDIMIENTO CLASICO,MENOR CUANTIA,AMC - 28 - 2013 - EP,1,16/07/13,BIENES,ADQUISICION DE BOLSAS DE PLASTICO BIODEGRADABLES,91632,Dolares,1,BOLSAS DE PLASTICO BIODEGRADABLES,91632,73370,28/08/13,23/12/13,20509393916,N&P INDUTEX S.A.C.,N,20509393916,N&P INDUTEX S.A.C.,,,002436-02713276-00790323,103-GL-EP-2013,29/08/13,22/03/14,http://zonasegura.seace.gob.pe/documentos/mon\docs\contratos\2013\2436\271327646628276rad7DC37.pdf
80,SEACE 2,2013,20100072751,EMPRESA PERUANA DE SERVICIO EDITORIALES,PROCEDIMIENTO CLASICO,MENOR CUANTIA,AMC - 28 - 2013 - EP,1,16/07/13,BIENES,ADQUISICION DE BOLSAS DE PLASTICO BIODEGRADABLES,91632,Dolares,1,BOLSAS DE PLASTICO BIODEGRADABLES,91632,73370,28/08/13,23/12/13,20509393916,N&P INDUTEX S.A.C.,N,20509393916,N&P INDUTEX S.A.C.,,,002436-02713276-00790323,103-GL-EP-2013,29/08/13,22/03/14,http://zonasegura.seace.gob.pe/documentos/mon\docs\contratos\2013\2436\271327646628276rad7DC37.pdf
81,SEACE 2,2013,20100072751,EMPRESA PERUANA DE SERVICIO EDITORIALES,PROCEDIMIENTO CLASICO,MENOR CUANTIA,AMC - 28 - 2013 - EP,1,16/07/13,BIENES,ADQUISICION DE BOLSAS DE PLASTICO BIODEGRADABLES,91632,Dolares,1,BOLSAS DE PLASTICO BIODEGRADABLES,91632,73370,28/08/13,23/12/13,20509393916,N&P INDUTEX S.A.C.,N,20509393916,N&P INDUTEX S.A.C.,,,002436-02713276-00790323,103-GL-EP-2013,29/08/13,22/03/14,http://zonasegura.seace.gob.pe/documentos/mon\docs\contratos\2013\2436\271327646628276rad7DC37.pdf
82,SEACE 2,2013,20100072751,EMPRESA PERUANA DE SERVICIO EDITORIALES,PROCEDIMIENTO CLASICO,ADJUDICACION DIRECTA SELECTIVA,ADS - 15 - 2013 - EP,1,18/07/13,SERVICIOS,CONTRATACION DEL SERVICIO DE CONSULTORIA PARA LA ADOPCION DE LAS NORMAS INTERNACIONALES DE INFORMACION FINANCIERA - NIIF,82600,Soles,1,SERVICIO DE CONSULTORIA PARA LA ADOPCION DE LAS NIIF,82600,80000,29/08/13,16/12/13,20521651645,QUANTUM CONSULTORES TRIBUTARIOS SOCIEDAD ANONIMA CERRADA - QUANTUM CONSULTORES TRIBUTARIOS S.A.C.,N,20521651645,QUANTUM CONSULTORES TRIBUTARIOS SOCIEDAD ANONIMA CERRADA - QUANTUM CONSULTORES TRIBUTARIOS S.A.C.,,,002436-02718038-00785744,104-GL-EP-2013,30/08/13,14/01/14,http://zonasegura.seace.gob.pe/documentos/mon\docs\contratos\2013\2436\2718038966017414rad5BD0B.pdf
83,SEACE 2,2013,20100072751,EMPRESA PERUANA DE SERVICIO EDITORIALES,PROCEDIMIENTO CLASICO,MENOR CUANTIA,AMC - 29 - 2013 - EP,1,16/08/13,SERVICIOS,CONTRATACION DEL SERVICIO DE SOPORTE Y MANTENIMIENTO PARA EL ALMACENAMIENTO EXTERNO HP EVA 4000,30079,Soles,1,CONTRATACION DEL SERVICIO DE MANTENIMIENTO Y SOPORTE DEL EQUIPO DE ALMACENAMIENTO EXTERNO P EVA 4000,30079,30010,29/08/13,20/12/13,20516674092,JMLD S.A.C.,N,20516674092,JMLD S.A.C.,,,002436-02760171-00789581,ORDEN DE SERVICIO 203673,01/10/13,30/09/14,http://zonasegura.seace.gob.pe/documentos/mon\docs\contratos\2013\2436\2760171637853244radC26A4.pdf
84,SEACE 2,2013,20100072751,EMPRESA PERUANA DE SERVICIO EDITORIALES,PROCEDIMIENTO CLASICO,MENOR CUANTIA,AMC - 30 - 2013 - EP,1,19/08/13,SERVICIOS,CONTRATACION DEL SERVICIO DE ALMACENAMIENTO EXTERNO DE SERIES DOCUMENTALES  DE PROPIEDAD DE EDITORA PERU,"43733,1",Soles,1,SERVICIO DE ALMACENAMIENTO DE SERIES DOCUMENTALES DE PROPIEDAD DE EDITORA PERU,"43733,1","42559,32",29/08/13,26/12/13,20393045206,ABIN SERVICE CONSULTORES SAC,N,20393045206,ABIN SERVICE CONSULTORES SAC,,,002436-02762064-00792103,105-GL-EP-2013,01/09/13,31/08/14,http://zonasegura.seace.gob.pe/documentos/mon\docs\contratos\2013\2436\2762064584228255rad7EA5F.pdf
85,SEACE 2,2013,20100072751,EMPRESA PERUANA DE SERVICIO EDITORIALES,PROCEDIMIENTO CLASICO,MENOR CUANTIA,AMC - 31 - 2013 - EP,1,02/09/13,SERVICIOS,CONTRATACION DEL SERVICIO DE MANTENIMIENTO Y REPARACION DE LAS MAQUINAS FOTOCOPIADORAS DE EDITORA PERU,"14520,56",Soles,1,CONTRATACION DEL SERVICIO DE MANTENIMIENTO Y REPARACION DE LAS MAQUINAS FOTOCOPIADORAS DE EDITORA PERU,"14520,56",9444,25/09/13,26/12/13,20381822771,SYCOSMEL S.A.C.,N,20381822771,SYCOSMEL S.A.C.,,,002436-02781559-00792129,103-GL-EP-2013,26/09/13,25/09/14,http://zonasegura.seace.gob.pe/documentos/mon\docs\contratos\2013\2436\2781559584228255rad7EA0E.pdf
86,SEACE 2,2013,20100072751,EMPRESA PERUANA DE SERVICIO EDITORIALES,PROCEDIMIENTO CLASICO,ADJUDICACION DIRECTA SELECTIVA,ADS - 20 - 2013 - EP,1,15/10/13,SERVICIOS,CONTRATACION DEL SERVICIO DE FOTOCOPIADO,"41754,8",Soles,1,CONTRATACION DEL SERVICIO DE FOTOCOPIADO,"41754,8",36504,25/11/13,17/12/13,20188643982,SERVICENTRO SRL,N,20188643982,SERVICENTRO SRL,,,002436-02844124-00786187,127-GL-EP-2013,26/11/13,25/11/14,http://zonasegura.seace.gob.pe/documentos/mon\docs\contratos\2013\2436\28441241013410369radFA7EB.pdf
87,SEACE 2,2013,20100072751,EMPRESA PERUANA DE SERVICIO EDITORIALES,PROCEDIMIENTO CLASICO,MENOR CUANTIA,AMC - 33 - 2013 - EP,1,22/10/13,BIENES,ADQUISICION DE UNA MAQUINA PARA PRODUCCION DE SISTEMA COMPUTER TO CONVENTIONAL PLATE (CTCP),188800,Dolares,1,ADQUISICION DE UNA MAQUINA PARA PRODUCCION DE SISTEMA COMPUTER TO CONVENTIONAL PLATE (CTCP),188800,187500,11/11/13,03/01/14,20265797599,LINDER INGENIEROS GRAFICOS CONSULTORES S.R.L.,N,20265797599,LINDER INGENIEROS GRAFICOS CONSULTORES S.R.L.,,,002436-02857119-00795895,126,12/11/13,26/12/13,http://zonasegura.seace.gob.pe/documentos/mon\docs\contratos\2014\2436\2857119919330286rad1E2D4.pdf
88,SEACE 2,2013,20100072751,EMPRESA PERUANA DE SERVICIO EDITORIALES,PROCEDIMIENTO CLASICO,ADJUDICACION DIRECTA SELECTIVA,ADS - 21 - 2013 - EP,1,25/10/13,OBRAS,CONTRATACION PARA EJECUCION DE OBRA: REEMPLAZO DE LA SUB-ESTACION ELECTRICA DE 700 KvA DE POTENCIA INSTALADA EN LA PLANTA DE ANDAHUAYLAS,"291941,68",Soles,1,REEMPLAZO DE LA SUB-ESTACIÓN ELECTRICA DE 700 KvA,"291941,68",309458,03/12/13,03/01/14,20100084172,PROMOTORES ELECTRICOS S A,N,20100084172,PROMOTORES ELECTRICOS S A,,,002436-02864060-00795919,128,04/12/13,16/02/14,http://zonasegura.seace.gob.pe/documentos/mon\docs\contratos\2014\2436\2864060919332570rad8C3D5.pdf
89,SEACE 2,2013,20100072751,EMPRESA PERUANA DE SERVICIO EDITORIALES,PROCEDIMIENTO CLASICO,MENOR CUANTIA,AMC - 37 - 2013 - EP,1,06/11/13,SERVICIOS,CONTRATACION DEL SERVICIO DE TOMA DE INVENTARIO FISICO DE ACTIVOS FIJOS BIENES CONTROLABLES Y EXISTENCIAS DE LA EMPRESA PERUANA DE SERVICIOS EDITORIALES S.A. PERIODO 2013,"34687,38",Soles,1,CONTRATACION DEL SERVICIO DE TOMA DE INVENTARIO FISICO DE ACTIVOS FIJOS BIENES CONTROLABLES Y EXISTENCIAS DE LA EMPRESA PERUANA DE SERVICIOS EDITORIALES S.A. PERIODO 2013,"34687,38",34687,19/11/13,03/01/14,20516861950,CIA. INVERSIONES Y SOLUCIONES OPORTUNAS SOCIEDAD ANONIMA CERRADA - CIAISOSAC,N,20516861950,CIA. INVERSIONES Y SOLUCIONES OPORTUNAS SOCIEDAD ANONIMA CERRADA - CIAISOSAC,,,002436-02881941-00795957,203928,20/11/13,24/12/13,http://zonasegura.seace.gob.pe/documentos/mon\docs\contratos\2014\2436\2881941919336790rad76B38.pdf
90,SEACE 2,2013,20100072751,EMPRESA PERUANA DE SERVICIO EDITORIALES,PROCEDIMIENTO CLASICO,MENOR CUANTIA,AMC - 39 - 2013 - EP,1,13/11/13,BIENES,ADQUISICION DE PLANCHAS OFFSET FOTOPOLIMERAS PARA CTP,14337,Dolares,1,ADQUISICION DE PLANCHAS OFFSET FOTOPOLIMERAS PARA CTP,14337,"14230,8",25/11/13,03/01/14,20100304989,KRALVI S R L,N,20100304989,KRALVI S R L,,,002436-02895527-00795860,101645,26/11/13,26/12/13,http://zonasegura.seace.gob.pe/documentos/mon\docs\contratos\2014\2436\2895527919322185rad95702.pdf
91,SEACE 2,2013,20100072751,EMPRESA PERUANA DE SERVICIO EDITORIALES,PROCEDIMIENTO CLASICO,MENOR CUANTIA,AMC - 36 - 2013 - EP,1,13/11/13,BIENES,ADQUISICION DE 04 DISCOS DUROS SAS,"22129,6",Soles,1,ADQUISICION DE 04 DISCOS DUROS SAS,"22129,6",9990,03/12/13,26/12/13,20514108154,SERVCOMP CARBAY S.A.C.,N,20514108154,SERVCOMP CARBAY S.A.C.,,,002436-02896110-00792171,orden de compra 101656,16/12/13,16/12/13,http://zonasegura.seace.gob.pe/documentos/mon\docs\contratos\2013\2436\2896110584228255rad67D8D.pdf
92,SEACE 2,2013,20100072751,EMPRESA PERUANA DE SERVICIO EDITORIALES,PROCEDIMIENTO CLASICO,ADJUDICACION DIRECTA SELECTIVA,ADS - 24 - 2013 - EP,1,15/11/13,BIENES,ADQUISICION DE VALES PARA PAVOS,"49002,8",Soles,1,ADQUISICION DE VALES PARA PAVOS,"49002,8","49002,8",12/12/13,23/12/13,20100154308,SAN FERNANDO S.A.,N,20100154308,SAN FERNANDO S.A.,,,002436-02902262-00790394,131-GL-EP-2013,13/12/13,16/12/13,http://zonasegura.seace.gob.pe/documentos/mon\docs\contratos\2013\2436\290226246628276radE4CEA.pdf
93,SEACE 2,2013,20100072751,EMPRESA PERUANA DE SERVICIO EDITORIALES,PROCEDIMIENTO CLASICO,MENOR CUANTIA,AMC - 41 - 2013 - EP,1,15/11/13,SERVICIOS,CONTRATACION DEL SERVICIO DE TRANSPORTE AEREO DE SUPLEMENTOS A LA CIUDAD DE UCAYALI,"12887,06",Soles,1,CONTRATACION DEL SERVICIO DE TRANSPORTE AEREO DE SUPLEMENTOS A LA CIUDAD DE UCAYALI,"12887,06","9020,94",27/11/13,23/12/13,20340787260,SERVICE J.C.U. SRL,N,20340787260,SERVICE J.C.U. SRL,,,002436-02901934-00790216,ORDEN DE SERVICIO 203960,28/11/13,03/12/13,http://zonasegura.seace.gob.pe/documentos/mon\docs\contratos\2013\2436\29019341066052068rad6B42B.pdf
94,SEACE 2,2013,20100072751,EMPRESA PERUANA DE SERVICIO EDITORIALES,PROCEDIMIENTO CLASICO,MENOR CUANTIA,AMC - 42 - 2013 - EP,1,15/11/13,SERVICIOS,CONTRATACION DEL SERVICIO DE TRANSPORTE AEREO DE SUPLEMENTOS A LA CIUDAD DE IQUITOS,"34536,86",Soles,1,CONTRATACION DEL SERVICIO DE TRANSPORTE AEREO DE SUPLEMENTOS A LA CIUDAD DE IQUITOS,"34536,86",29800,27/11/13,06/01/14,20549972307,ATOP LOGISTIC EXPRESS S.A.C,N,20549972307,ATOP LOGISTIC EXPRESS S.A.C,,,002436-02901899-00796160,203961,28/11/13,02/12/13,http://zonasegura.seace.gob.pe/documentos/mon\docs\contratos\2014\2436\2901899364599986rad61445.pdf
95,SEACE 2,2013,20100072751,EMPRESA PERUANA DE SERVICIO EDITORIALES,PROCEDIMIENTO CLASICO,MENOR CUANTIA,AMC - 34 - 2013 - EP,2,19/11/13,BIENES,ADQUISICION DE DENSITOMETROS,8917,Dolares,1,ADQUISICION DE DENSITOMETROS,8917,8917,02/12/13,20/12/13,20100304989,KRALVI S R L,N,20100304989,KRALVI S R L,,,002436-02906574-00788900,ORDEN DE COMPRA 101651,03/12/13,27/12/13,http://zonasegura.seace.gob.pe/documentos/mon\docs\contratos\2013\2436\2906574465521394rad5EE4C.pdf
96,SEACE 2,2013,20100072751,EMPRESA PERUANA DE SERVICIO EDITORIALES,PROCEDIMIENTO CLASICO,MENOR CUANTIA,AMC - 43 - 2013 - EP,1,22/11/13,BIENES,ADQUISICION DE PANETONES,"22428,45",Soles,1,ADQUISICION DE PANETONES,"22428,45","20948,4",04/12/13,03/01/14,20122278337,BARLETTA S.A.,N,20122278337,BARLETTA S.A.,,,002436-02915121-00795837,101657,05/12/13,14/12/13,http://zonasegura.seace.gob.pe/documentos/mon\docs\contratos\2014\2436\2915121777690454rad51352.pdf
97,SEACE 2,2013,20100072751,EMPRESA PERUANA DE SERVICIO EDITORIALES,PROCEDIMIENTO CLASICO,MENOR CUANTIA,AMC - 44 - 2013 - EP,1,22/11/13,BIENES,ADQUISICION DE PLANCHAS POSITIVAS UV-CTcP,13932,Dolares,1,ADQUISICION DE PLANCHAS POSITIVAS UV-CTcP,13932,"13912,73",10/12/13,27/12/13,20265797599,LINDER INGENIEROS GRAFICOS CONSULTORES S.R.L.,N,20265797599,LINDER INGENIEROS GRAFICOS CONSULTORES S.R.L.,,,002436-02915313-00793802,ORDEN DE COMPRA 101671,11/12/13,09/03/14,http://zonasegura.seace.gob.pe/documentos/mon\docs\contratos\2013\2436\2915313800272930rad676DE.pdf
98,SEACE 2,2013,20100072751,EMPRESA PERUANA DE SERVICIO EDITORIALES,PROCEDIMIENTO CLASICO,MENOR CUANTIA,AMC - 46 - 2013 - EP,1,23/12/13,BIENES,ADQUISICION DE PAPEL PERIODICO EN BOBINAS,327450,Dolares,1,ADQUISICION DE PAPEL PERIODICO EN BOBINAS,327450,"317408,2",04/02/14,10/02/14,20508610409,SURPAPEL PERU S.A.C.,N,20508610409,SURPAPEL PERU S.A.C.,,,002436-02972599-00803085,010-GL-EP-2014,05/02/14,21/04/14,http://zonasegura.seace.gob.pe/documentos/mon\docs\contratos\2014\2436\2972599108067682rad501AA.pdf
99,SEACE 2,2014,20100072751,EMPRESA PERUANA DE SERVICIO EDITORIALES,PROCEDIMIENTO CLASICO,MENOR CUANTIA,AMC - 1 - 2014 - EP,1,10/02/14,BIENES,ADQUISICION DE BIDONES DE AGUA PURIFICADA,"20177,5",Soles,1,ADQUISICION DE BIDONES DE AGUA PURIFICADA,"20177,5","20177,5",26/02/14,19/11/14,20100356351,EMBOTELLADORA DEMESA S.A.,N,20100356351,EMBOTELLADORA DEMESA S.A.,,,002436-03003852-00888195,101740,26/02/14,26/02/15,http://zonasegura.seace.gob.pe/documentos/mon\docs\contratos\2014\2436\3003852459771135rad25450.pdf
100,SEACE 2,2014,20100072751,EMPRESA PERUANA DE SERVICIO EDITORIALES,PROCEDIMIENTO CLASICO,MENOR CUANTIA,AMC - 2 - 2014 - EP,1,18/02/14,BIENES,ADQUISICION DE MANTILLAS,"8498,3",Dolares,1,ADQUISICION DE MANTILLAS,"8498,3","8491,5",04/03/14,20/11/14,20265797599,LINDER INGENIEROS GRAFICOS CONSULTORES S.R.L.,N,20265797599,LINDER INGENIEROS GRAFICOS CONSULTORES S.R.L.,,,002436-03011061-00889031,101752,04/03/14,04/03/15,http://zonasegura.seace.gob.pe/documentos/mon\docs\contratos\2014\2436\3011061742355140rad4F50C.pdf
101,SEACE 3,2014,20100072751,EMPRESA PERUANA DE SERVICIO EDITORIALES,PROCEDIMIENTO CLASICO,ADJUDICACION DIRECTA SELECTIVA,ADS - 1 - 2014 - EP,1,27/02/14,SERVICIOS,CONTRATACION DEL SERVICIO DE CONSULTORIA PARA EL DISEÑO DE LA CULTURA ORGANIZACIONAL,"45005,2",Soles,1,CONTRATACION DEL SERVICIO DE CONSULTORIA PARA EL DISEÑO DE LA CULTURA ORGANIZACIONAL,"45005,2",40050,04/04/14,04/11/14,20505833091,ATHANOR CONSULTORIA ORGANIZACIONAL S.A.C .,N,20505833091,ATHANOR CONSULTORIA ORGANIZACIONAL S.A.C .,,,002436-00006168-00883110,026,07/04/14,05/07/14,http://zonasegura.seace.gob.pe/documentos/mon\docs\contratos\2014\2436\3046935107862993radBEC4B.pdf
102,SEACE 3,2014,20100072751,EMPRESA PERUANA DE SERVICIO EDITORIALES,PROCEDIMIENTO CLASICO,ADJUDICACION DIRECTA SELECTIVA,ADS - 6 - 2014 - EP,1,23/04/14,SERVICIOS,CONTRATACION DEL SERVICIO DE ACCESO PRINCIPAL A INTERNET,120000,Soles,1,CONTRATACION DEL SERVICIO DE ACCESO PRINCIPAL A INTERNET,120000,100000,30/05/14,04/11/14,20552504641,OPTICAL TECHNOLOGIES SAC,N,20552504641,OPTICAL TECHNOLOGIES SAC,,,002436-00011748-00883198,41,31/05/14,30/05/15,http://zonasegura.seace.gob.pe/documentos/mon\docs\contratos\2014\2436\3105493107862993radC594D.pdf
103,SEACE 3,2014,20100072751,EMPRESA PERUANA DE SERVICIO EDITORIALES,PROCEDIMIENTO CLASICO,EXONERACIONES,EXO - 1 - 2014 - EP,1,25/04/14,SERVICIOS,CONTRATACION DEL SERVICIO DE MANTENIMIENTO Y SOPORTE A LAS LICENCIAS DEL SISTEMA BAAN IV,"53570,51",Dolares,1,CONTRATACION DEL SERVICIO DE MANTENIMIENTO Y SOPORTE A LAS LICENCIAS DEL SISTEMA BAAN IV,"53570,51","53570,51",07/05/14,19/06/14,20523224990,VKSUR PERU SOCIEDAD ANONIMA CERRADA,N,20523224990,VKSUR PERU SOCIEDAD ANONIMA CERRADA,,,002436-00011970-00838922,035-GL-EP-2014,08/05/14,07/05/15,http://zonasegura.seace.gob.pe/documentos/mon\docs\contratos\2014\2436\3085218261946255rad2AEFE.pdf
104,SEACE 3,2014,20100072751,EMPRESA PERUANA DE SERVICIO EDITORIALES,PROCEDIMIENTO CLASICO,EXONERACIONES,EXO - 2 - 2014 - EP,1,30/04/14,SERVICIOS,CONTRATACION DEL SERVICIO DE MANTENIMIENTO Y SOPORTE A LAS LICENCIAS DEL SISTEMA ORACLE,"33085,67",Dolares,1,CONTRATACION DEL SERVICIO DE SOPORTE TECNICO Y ACTUALIZACION DE LAS LICENCIAS DE SOFTWARE ORACLE,"33085,67","33085,67",14/05/14,19/06/14,20182246078,SISTEMAS ORACLE DEL PERU S.A.,N,20182246078,SISTEMAS ORACLE DEL PERU S.A.,,,002436-00012390-00838928,037-GL-EP-2014,01/05/14,30/04/15,http://zonasegura.seace.gob.pe/documentos/mon\docs\contratos\2014\2436\3094924261946255radC55CB.pdf
